IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
192.18.135.225,80,0,false,SJC,North America,San Jose,180,0.00
130.162.195.231,8080,0,false,MEL,Oceania,Melbourne,85,0.00
158.179.175.40,8080,0,false,ICN,Asia Pacific,Seoul,112,0.00
158.101.85.39,80,0,false,NRT,Asia Pacific,Tokyo,73,0.00
138.2.116.112,8080,0,false,ICN,Asia Pacific,Seoul,67,0.00
129.151.213.35,80,0,false,OSL,Europe,Oslo,187,0.00
129.151.200.170,80,0,false,OSL,Europe,Oslo,182,0.00
132.145.65.139,80,0,false,LHR,Europe,London,161,0.00
192.18.135.194,80,0,false,SJC,North America,San Jose,195,0.00
193.122.114.77,80,0,false,NRT,Asia Pacific,Tokyo,66,0.00
193.122.114.77,80,0,false,NRT,Asia Pacific,Tokyo,67,0.00
140.238.11.53,80,0,false,NRT,Asia Pacific,Tokyo,74,0.00
152.67.143.105,80,0,false,LHR,Europe,London,167,0.00
141.148.225.67,80,0,false,AMS,Europe,Amsterdam,166,0.00
141.147.103.238,80,0,false,LHR,Europe,London,173,0.00
129.213.161.188,80,0,false,IAD,North America,Ashburn,243,0.00
168.138.182.226,443,0,true,SIN,Asia Pacific,Singapore,1,0.00
168.138.161.0,2082,0,false,SIN,Asia Pacific,Singapore,2,0.00
138.2.104.2,8080,0,false,SIN,Asia Pacific,Singapore,2,0.00
168.138.185.28,8443,8443,true,SIN,Asia Pacific,Singapore,2,0.00
168.138.185.28,2096,0,true,SIN,Asia Pacific,Singapore,2,0.00
168.138.161.0,2083,0,true,SIN,Asia Pacific,Singapore,2,0.00
168.138.184.64,8443,0,true,SIN,Asia Pacific,Singapore,2,0.00
168.138.185.253,2082,0,false,SIN,Asia Pacific,Singapore,4,0.00
168.138.185.253,80,0,false,SIN,Asia Pacific,Singapore,12,0.00
138.2.104.2,8880,0,false,SIN,Asia Pacific,Singapore,14,0.00
168.138.184.64,2086,0,false,SIN,Asia Pacific,Singapore,14,0.00
129.150.48.166,2095,0,false,SIN,Asia Pacific,Singapore,20,0.00
138.2.104.2,2082,0,false,SIN,Asia Pacific,Singapore,23,0.00
138.2.92.11,80,80,false,SIN,Asia Pacific,Singapore,24,0.00
138.2.80.183,8080,0,false,SIN,Asia Pacific,Singapore,38,0.00
168.138.184.64,2087,2087,true,SIN,Asia Pacific,Singapore,41,0.00
150.230.131.104,443,0,true,HYD,Asia Pacific,Hyderabad,49,0.00
138.2.80.183,2082,2082,false,SIN,Asia Pacific,Singapore,52,0.00
152.69.219.32,443,0,true,SIN,Asia Pacific,Singapore,58,0.00
129.154.252.32,443,0,true,BOM,Asia Pacific,Mumbai,60,0.00
138.2.120.207,80,0,false,ICN,Asia Pacific,Seoul,67,0.00
193.123.233.143,2083,80,false,NRT,Asia Pacific,Tokyo,67,0.00
144.24.73.199,443,443,true,ICN,Asia Pacific,Seoul,67,0.00
150.230.252.145,80,0,false,ICN,Asia Pacific,Seoul,67,0.00
131.186.27.112,2096,443,true,ICN,Asia Pacific,Seoul,67,0.00
152.70.237.179,443,0,true,NRT,Asia Pacific,Tokyo,67,0.00
129.154.48.11,443,443,true,ICN,Asia Pacific,Seoul,68,0.00
140.238.8.243,8080,0,false,ICN,Asia Pacific,Seoul,68,0.00
168.138.197.87,80,0,false,NRT,Asia Pacific,Tokyo,74,0.00
132.145.124.198,2095,2095,false,NRT,Asia Pacific,Tokyo,74,0.00
132.145.121.125,8080,8080,false,NRT,Asia Pacific,Tokyo,74,0.00
131.186.61.45,2082,2082,false,NRT,Asia Pacific,Tokyo,74,0.00
132.145.117.216,2095,2095,false,NRT,Asia Pacific,Tokyo,74,0.00
155.248.167.70,8880,8880,false,NRT,Asia Pacific,Tokyo,74,0.00
158.101.139.42,80,0,false,NRT,Asia Pacific,Tokyo,74,0.00
168.138.200.155,80,0,false,NRT,Asia Pacific,Tokyo,74,0.00
131.186.37.69,2052,2052,false,NRT,Asia Pacific,Tokyo,74,0.00
155.248.177.210,2086,2086,false,NRT,Asia Pacific,Tokyo,74,0.00
158.101.145.246,2095,2095,false,NRT,Asia Pacific,Tokyo,75,0.00
158.101.137.74,2052,2052,false,NRT,Asia Pacific,Tokyo,75,0.00
158.101.149.122,8080,8080,false,NRT,Asia Pacific,Tokyo,75,0.00
168.138.211.217,2087,2087,true,NRT,Asia Pacific,Tokyo,75,0.00
168.138.208.164,2096,2096,true,NRT,Asia Pacific,Tokyo,75,0.00
131.186.34.244,2087,2087,true,NRT,Asia Pacific,Tokyo,75,0.00
131.186.59.94,8880,8880,false,NRT,Asia Pacific,Tokyo,75,0.00
158.101.140.154,2082,2082,false,NRT,Asia Pacific,Tokyo,75,0.00
158.101.143.49,2086,2086,false,NRT,Asia Pacific,Tokyo,75,0.00
158.101.146.160,2082,2082,false,NRT,Asia Pacific,Tokyo,75,0.00
131.186.41.82,2052,2052,false,NRT,Asia Pacific,Tokyo,75,0.00
152.70.107.26,8443,8443,true,NRT,Asia Pacific,Tokyo,75,0.00
132.145.121.34,2086,2086,false,NRT,Asia Pacific,Tokyo,75,0.00
168.138.206.68,2083,0,true,NRT,Asia Pacific,Tokyo,75,0.00
158.101.133.129,2082,2082,false,NRT,Asia Pacific,Tokyo,75,0.00
158.101.158.238,8880,8880,false,NRT,Asia Pacific,Tokyo,75,0.00
150.230.202.232,8443,0,true,NRT,Asia Pacific,Tokyo,75,0.00
158.101.144.189,8880,8880,false,NRT,Asia Pacific,Tokyo,75,0.00
150.230.201.39,2052,0,false,NRT,Asia Pacific,Tokyo,75,0.00
131.186.47.255,2086,2086,false,NRT,Asia Pacific,Tokyo,75,0.00
146.56.161.229,443,443,true,NRT,Asia Pacific,Tokyo,75,0.00
155.248.169.71,2083,0,true,NRT,Asia Pacific,Tokyo,75,0.00
132.145.117.33,2095,0,false,NRT,Asia Pacific,Tokyo,75,0.00
150.230.192.173,8443,8443,true,NRT,Asia Pacific,Tokyo,75,0.00
140.238.54.184,2053,2053,true,NRT,Asia Pacific,Tokyo,75,0.00
168.138.206.236,2087,2087,true,NRT,Asia Pacific,Tokyo,75,0.00
132.145.113.148,8880,8880,false,NRT,Asia Pacific,Tokyo,75,0.00
140.238.58.42,2096,2096,true,NRT,Asia Pacific,Tokyo,75,0.00
168.138.196.237,2052,0,false,NRT,Asia Pacific,Tokyo,75,0.00
152.70.103.145,8880,0,false,NRT,Asia Pacific,Tokyo,75,0.00
150.230.205.56,8080,8080,false,NRT,Asia Pacific,Tokyo,75,0.00
150.230.208.113,2052,2052,false,NRT,Asia Pacific,Tokyo,75,0.00
158.101.136.128,2053,0,true,NRT,Asia Pacific,Tokyo,75,0.00
131.186.37.49,2083,0,true,NRT,Asia Pacific,Tokyo,75,0.00
168.138.195.31,2087,2087,true,NRT,Asia Pacific,Tokyo,75,0.00
132.145.121.125,8880,8880,false,NRT,Asia Pacific,Tokyo,75,0.00
150.230.212.213,2096,0,true,NRT,Asia Pacific,Tokyo,75,0.00
140.238.62.12,2096,2096,true,NRT,Asia Pacific,Tokyo,76,0.00
144.24.91.125,443,443,true,LHR,Europe,London,76,0.00
168.138.213.210,2087,2087,true,NRT,Asia Pacific,Tokyo,76,0.00
131.186.61.45,8880,8880,false,NRT,Asia Pacific,Tokyo,76,0.00
158.101.146.160,80,0,false,NRT,Asia Pacific,Tokyo,76,0.00
140.238.54.149,8443,8443,true,NRT,Asia Pacific,Tokyo,76,0.00
168.138.194.121,80,80,false,NRT,Asia Pacific,Tokyo,76,0.00
150.230.204.117,2082,0,false,NRT,Asia Pacific,Tokyo,76,0.00
152.70.106.185,2082,0,false,NRT,Asia Pacific,Tokyo,76,0.00
140.238.60.71,2096,2096,true,NRT,Asia Pacific,Tokyo,76,0.00
150.230.201.162,80,0,false,NRT,Asia Pacific,Tokyo,76,0.00
155.248.167.70,2052,2052,false,NRT,Asia Pacific,Tokyo,76,0.00
131.186.40.31,8880,8880,false,NRT,Asia Pacific,Tokyo,76,0.00
168.138.206.236,2087,0,true,NRT,Asia Pacific,Tokyo,76,0.00
150.230.212.87,2086,2086,false,NRT,Asia Pacific,Tokyo,76,0.00
131.186.47.223,2082,0,false,NRT,Asia Pacific,Tokyo,76,0.00
168.138.205.38,2083,0,true,NRT,Asia Pacific,Tokyo,76,0.00
131.186.63.35,2082,2082,false,NRT,Asia Pacific,Tokyo,76,0.00
132.145.125.86,2086,2086,false,NRT,Asia Pacific,Tokyo,76,0.00
168.138.205.38,2053,2053,true,NRT,Asia Pacific,Tokyo,76,0.00
150.230.202.232,8880,8880,false,NRT,Asia Pacific,Tokyo,76,0.00
158.101.81.4,2052,2052,false,NRT,Asia Pacific,Tokyo,76,0.00
131.186.37.49,8080,8080,false,NRT,Asia Pacific,Tokyo,76,0.00
150.230.201.39,80,80,false,NRT,Asia Pacific,Tokyo,76,0.00
132.145.121.34,2095,0,false,NRT,Asia Pacific,Tokyo,77,0.00
132.145.123.159,80,80,false,NRT,Asia Pacific,Tokyo,77,0.00
158.101.131.218,2082,2082,false,NRT,Asia Pacific,Tokyo,77,0.00
158.101.159.212,2095,2095,false,NRT,Asia Pacific,Tokyo,77,0.00
140.238.60.177,2083,2083,true,NRT,Asia Pacific,Tokyo,77,0.00
150.230.208.83,2095,0,false,NRT,Asia Pacific,Tokyo,77,0.00
132.145.123.14,2082,2082,false,NRT,Asia Pacific,Tokyo,77,0.00
131.186.40.31,2087,2087,true,NRT,Asia Pacific,Tokyo,77,0.00
168.138.215.188,2087,2087,true,NRT,Asia Pacific,Tokyo,77,0.00
131.186.40.31,2083,2083,true,NRT,Asia Pacific,Tokyo,77,0.00
158.101.133.129,8080,0,false,NRT,Asia Pacific,Tokyo,77,0.00
168.138.205.38,2086,2086,false,NRT,Asia Pacific,Tokyo,77,0.00
158.101.142.103,2086,2086,false,NRT,Asia Pacific,Tokyo,77,0.00
168.138.196.164,2095,0,false,NRT,Asia Pacific,Tokyo,77,0.00
131.186.47.255,8080,8080,false,NRT,Asia Pacific,Tokyo,77,0.00
158.101.136.128,2082,0,false,NRT,Asia Pacific,Tokyo,77,0.00
168.138.196.237,2083,0,true,NRT,Asia Pacific,Tokyo,77,0.00
131.186.43.107,2052,2052,false,NRT,Asia Pacific,Tokyo,77,0.00
132.145.114.14,2052,2052,false,NRT,Asia Pacific,Tokyo,77,0.00
168.138.205.195,2053,2053,true,NRT,Asia Pacific,Tokyo,77,0.00
132.145.123.14,2095,0,false,NRT,Asia Pacific,Tokyo,77,0.00
140.83.38.174,80,0,false,NRT,Asia Pacific,Tokyo,77,0.00
131.186.34.244,80,80,false,NRT,Asia Pacific,Tokyo,77,0.00
150.230.192.173,2082,2082,false,NRT,Asia Pacific,Tokyo,77,0.00
140.238.46.138,2087,2087,true,NRT,Asia Pacific,Tokyo,77,0.00
140.238.54.184,8880,0,false,NRT,Asia Pacific,Tokyo,77,0.00
150.230.212.87,2052,2052,false,NRT,Asia Pacific,Tokyo,77,0.00
158.101.142.103,2087,0,true,NRT,Asia Pacific,Tokyo,77,0.00
150.230.208.83,2086,2086,false,NRT,Asia Pacific,Tokyo,77,0.00
132.145.120.115,8880,8880,false,NRT,Asia Pacific,Tokyo,77,0.00
152.70.106.21,8443,0,true,NRT,Asia Pacific,Tokyo,78,0.00
158.101.144.189,80,80,false,NRT,Asia Pacific,Tokyo,78,0.00
158.101.146.203,2082,2082,false,NRT,Asia Pacific,Tokyo,78,0.00
168.138.206.109,2053,2053,true,NRT,Asia Pacific,Tokyo,78,0.00
140.238.50.32,2087,2087,true,NRT,Asia Pacific,Tokyo,78,0.00
150.230.202.132,2095,2095,false,NRT,Asia Pacific,Tokyo,78,0.00
132.145.122.95,2082,2082,false,NRT,Asia Pacific,Tokyo,78,0.00
158.101.146.160,8880,8880,false,NRT,Asia Pacific,Tokyo,78,0.00
132.145.124.198,80,0,false,NRT,Asia Pacific,Tokyo,78,0.00
155.248.181.4,8080,8080,false,NRT,Asia Pacific,Tokyo,78,0.00
168.138.211.131,8443,0,true,NRT,Asia Pacific,Tokyo,78,0.00
155.248.169.25,2052,2052,false,NRT,Asia Pacific,Tokyo,78,0.00
152.70.106.21,2083,2083,true,NRT,Asia Pacific,Tokyo,78,0.00
168.138.205.38,2087,2087,true,NRT,Asia Pacific,Tokyo,78,0.00
131.186.63.184,2082,2082,false,NRT,Asia Pacific,Tokyo,78,0.00
158.101.145.246,80,80,false,NRT,Asia Pacific,Tokyo,78,0.00
150.230.204.117,8880,8880,false,NRT,Asia Pacific,Tokyo,78,0.00
132.145.114.14,80,80,false,NRT,Asia Pacific,Tokyo,78,0.00
150.230.208.113,2082,0,false,NRT,Asia Pacific,Tokyo,78,0.00
155.248.176.28,2095,2095,false,NRT,Asia Pacific,Tokyo,78,0.00
158.101.142.103,2052,0,false,NRT,Asia Pacific,Tokyo,78,0.00
132.145.123.238,2082,2082,false,NRT,Asia Pacific,Tokyo,78,0.00
158.101.155.246,2082,2082,false,NRT,Asia Pacific,Tokyo,78,0.00
158.101.144.34,2082,2082,false,NRT,Asia Pacific,Tokyo,78,0.00
132.145.123.159,2086,2086,false,NRT,Asia Pacific,Tokyo,78,0.00
132.145.126.21,2095,2095,false,NRT,Asia Pacific,Tokyo,78,0.00
158.179.181.99,443,443,true,NRT,Asia Pacific,Tokyo,78,0.00
132.145.127.51,8080,8080,false,NRT,Asia Pacific,Tokyo,78,0.00
158.101.146.165,2052,2052,false,NRT,Asia Pacific,Tokyo,78,0.00
158.101.148.221,2095,2095,false,NRT,Asia Pacific,Tokyo,78,0.00
132.145.121.175,80,80,false,NRT,Asia Pacific,Tokyo,78,0.00
132.145.112.168,2095,2095,false,NRT,Asia Pacific,Tokyo,78,0.00
132.145.121.123,8080,0,false,NRT,Asia Pacific,Tokyo,78,0.00
150.230.205.56,80,0,false,NRT,Asia Pacific,Tokyo,78,0.00
131.186.61.45,2052,2052,false,NRT,Asia Pacific,Tokyo,78,0.00
131.186.45.88,8080,0,false,NRT,Asia Pacific,Tokyo,78,0.00
132.145.114.250,2082,2082,false,NRT,Asia Pacific,Tokyo,78,0.00
132.145.121.247,2086,2086,false,NRT,Asia Pacific,Tokyo,78,0.00
132.145.112.168,80,80,false,NRT,Asia Pacific,Tokyo,79,0.00
131.186.34.11,8080,8080,false,NRT,Asia Pacific,Tokyo,79,0.00
155.248.169.71,8880,8880,false,NRT,Asia Pacific,Tokyo,79,0.00
132.145.114.4,2086,0,false,NRT,Asia Pacific,Tokyo,79,0.00
131.186.62.26,2052,0,false,NRT,Asia Pacific,Tokyo,79,0.00
131.186.34.244,2053,2053,true,NRT,Asia Pacific,Tokyo,79,0.00
158.101.140.255,2052,2052,false,NRT,Asia Pacific,Tokyo,79,0.00
131.186.37.69,2095,2095,false,NRT,Asia Pacific,Tokyo,79,0.00
131.186.46.75,8880,8880,false,NRT,Asia Pacific,Tokyo,79,0.00
168.138.206.68,2083,2083,true,NRT,Asia Pacific,Tokyo,79,0.00
155.248.187.37,8880,0,false,NRT,Asia Pacific,Tokyo,79,0.00
150.230.208.113,80,0,false,NRT,Asia Pacific,Tokyo,79,0.00
150.230.201.63,80,0,false,NRT,Asia Pacific,Tokyo,79,0.00
140.238.34.208,2087,0,true,NRT,Asia Pacific,Tokyo,79,0.00
132.226.14.155,2086,0,false,NRT,Asia Pacific,Tokyo,79,0.00
168.138.192.185,2095,0,false,NRT,Asia Pacific,Tokyo,79,0.00
168.138.206.109,2087,2087,true,NRT,Asia Pacific,Tokyo,79,0.00
140.238.52.141,2087,2087,true,NRT,Asia Pacific,Tokyo,79,0.00
131.186.63.184,8880,8880,false,NRT,Asia Pacific,Tokyo,79,0.00
132.145.115.17,2052,2052,false,NRT,Asia Pacific,Tokyo,79,0.00
132.145.127.51,2082,2082,false,NRT,Asia Pacific,Tokyo,79,0.00
158.101.159.212,80,80,false,NRT,Asia Pacific,Tokyo,79,0.00
132.145.123.17,80,0,false,NRT,Asia Pacific,Tokyo,79,0.00
150.230.208.83,8080,0,false,NRT,Asia Pacific,Tokyo,79,0.00
138.2.18.73,80,0,false,NRT,Asia Pacific,Tokyo,79,0.00
155.248.177.90,8880,0,false,NRT,Asia Pacific,Tokyo,79,0.00
155.248.162.160,80,80,false,NRT,Asia Pacific,Tokyo,79,0.00
150.230.202.145,80,0,false,NRT,Asia Pacific,Tokyo,79,0.00
155.248.176.68,2086,2086,false,NRT,Asia Pacific,Tokyo,79,0.00
155.248.166.39,8880,8880,false,NRT,Asia Pacific,Tokyo,79,0.00
158.101.158.238,2082,0,false,NRT,Asia Pacific,Tokyo,79,0.00
138.2.30.167,8080,0,false,NRT,Asia Pacific,Tokyo,79,0.00
168.138.204.73,443,443,true,NRT,Asia Pacific,Tokyo,79,0.00
150.230.208.113,8880,8880,false,NRT,Asia Pacific,Tokyo,79,0.00
158.101.146.165,8080,0,false,NRT,Asia Pacific,Tokyo,80,0.00
131.186.63.127,80,80,false,NRT,Asia Pacific,Tokyo,80,0.00
155.248.177.90,8080,0,false,NRT,Asia Pacific,Tokyo,80,0.00
158.101.158.238,2086,2086,false,NRT,Asia Pacific,Tokyo,80,0.00
132.226.8.9,80,0,false,NRT,Asia Pacific,Tokyo,80,0.00
132.226.6.5,2095,2095,false,NRT,Asia Pacific,Tokyo,80,0.00
155.248.177.90,2095,0,false,NRT,Asia Pacific,Tokyo,80,0.00
168.138.192.185,2087,2087,true,NRT,Asia Pacific,Tokyo,80,0.00
132.145.120.103,8880,8880,false,NRT,Asia Pacific,Tokyo,80,0.00
155.248.162.233,8880,0,false,NRT,Asia Pacific,Tokyo,80,0.00
155.248.187.37,2095,2095,false,NRT,Asia Pacific,Tokyo,80,0.00
168.138.198.202,2087,0,true,NRT,Asia Pacific,Tokyo,80,0.00
155.248.179.132,2095,0,false,NRT,Asia Pacific,Tokyo,80,0.00
155.248.174.71,2095,2095,false,NRT,Asia Pacific,Tokyo,80,0.00
131.186.58.151,2095,0,false,NRT,Asia Pacific,Tokyo,80,0.00
150.230.193.89,2095,2095,false,NRT,Asia Pacific,Tokyo,80,0.00
168.138.200.155,2083,2083,true,NRT,Asia Pacific,Tokyo,81,0.00
140.238.61.224,2083,2083,true,NRT,Asia Pacific,Tokyo,81,0.00
132.145.112.168,2086,0,false,NRT,Asia Pacific,Tokyo,81,0.00
168.138.217.146,2095,2095,false,NRT,Asia Pacific,Tokyo,81,0.00
132.145.121.125,2095,2095,false,NRT,Asia Pacific,Tokyo,81,0.00
131.186.59.94,2082,2082,false,NRT,Asia Pacific,Tokyo,81,0.00
132.145.120.115,2052,2052,false,NRT,Asia Pacific,Tokyo,81,0.00
158.101.152.221,8880,0,false,NRT,Asia Pacific,Tokyo,81,0.00
155.248.166.39,2082,2082,false,NRT,Asia Pacific,Tokyo,81,0.00
131.186.44.38,2086,2086,false,NRT,Asia Pacific,Tokyo,81,0.00
158.101.140.154,2086,2086,false,NRT,Asia Pacific,Tokyo,81,0.00
141.147.155.127,443,443,true,KIX,Asia Pacific,Osaka,81,0.00
150.230.192.173,2087,0,true,NRT,Asia Pacific,Tokyo,81,0.00
132.145.123.112,2095,2095,false,NRT,Asia Pacific,Tokyo,81,0.00
132.226.6.5,8080,8080,false,NRT,Asia Pacific,Tokyo,81,0.00
168.138.196.237,8443,8443,true,NRT,Asia Pacific,Tokyo,81,0.00
168.138.206.68,2053,0,true,NRT,Asia Pacific,Tokyo,81,0.00
158.101.149.52,2086,0,false,NRT,Asia Pacific,Tokyo,81,0.00
155.248.163.133,8880,0,false,NRT,Asia Pacific,Tokyo,81,0.00
168.138.196.164,8880,0,false,NRT,Asia Pacific,Tokyo,81,0.00
150.230.208.113,2086,2086,false,NRT,Asia Pacific,Tokyo,81,0.00
168.138.206.68,2087,2087,true,NRT,Asia Pacific,Tokyo,81,0.00
131.186.34.11,80,80,false,NRT,Asia Pacific,Tokyo,81,0.00
131.186.34.244,8443,8443,true,NRT,Asia Pacific,Tokyo,81,0.00
132.145.123.238,80,80,false,NRT,Asia Pacific,Tokyo,81,0.00
158.101.140.154,2095,2095,false,NRT,Asia Pacific,Tokyo,81,0.00
155.248.179.132,2086,2086,false,NRT,Asia Pacific,Tokyo,81,0.00
150.230.202.232,80,80,false,NRT,Asia Pacific,Tokyo,81,0.00
168.138.206.68,2096,2096,true,NRT,Asia Pacific,Tokyo,81,0.00
155.248.176.98,8880,8880,false,NRT,Asia Pacific,Tokyo,81,0.00
168.138.198.202,8080,0,false,NRT,Asia Pacific,Tokyo,81,0.00
155.248.177.90,2082,0,false,NRT,Asia Pacific,Tokyo,81,0.00
168.138.198.53,8443,0,true,NRT,Asia Pacific,Tokyo,81,0.00
158.101.139.42,2095,0,false,NRT,Asia Pacific,Tokyo,81,0.00
155.248.163.133,2086,2086,false,NRT,Asia Pacific,Tokyo,81,0.00
140.238.41.253,2096,2096,true,NRT,Asia Pacific,Tokyo,82,0.00
155.248.166.39,2086,2086,false,NRT,Asia Pacific,Tokyo,82,0.00
150.230.202.232,8080,0,false,NRT,Asia Pacific,Tokyo,82,0.00
155.248.176.68,8080,8080,false,NRT,Asia Pacific,Tokyo,82,0.00
158.101.155.158,2086,0,false,NRT,Asia Pacific,Tokyo,82,0.00
131.186.62.26,8080,8080,false,NRT,Asia Pacific,Tokyo,82,0.00
158.101.142.103,2095,2095,false,NRT,Asia Pacific,Tokyo,82,0.00
155.248.168.251,2086,2086,false,NRT,Asia Pacific,Tokyo,82,0.00
131.186.63.35,2053,0,true,NRT,Asia Pacific,Tokyo,82,0.00
155.248.185.38,80,80,false,NRT,Asia Pacific,Tokyo,82,0.00
132.145.121.123,2095,2095,false,NRT,Asia Pacific,Tokyo,82,0.00
132.145.126.21,2082,2082,false,NRT,Asia Pacific,Tokyo,82,0.00
155.248.169.25,80,80,false,NRT,Asia Pacific,Tokyo,82,0.00
168.138.198.53,2095,0,false,NRT,Asia Pacific,Tokyo,82,0.00
168.138.197.222,2053,2053,true,NRT,Asia Pacific,Tokyo,82,0.00
132.145.114.14,8880,8880,false,NRT,Asia Pacific,Tokyo,82,0.00
150.230.192.173,2086,2086,false,NRT,Asia Pacific,Tokyo,82,0.00
155.248.177.90,2086,0,false,NRT,Asia Pacific,Tokyo,82,0.00
150.230.201.162,8443,0,true,NRT,Asia Pacific,Tokyo,82,0.00
131.186.63.127,2095,2095,false,NRT,Asia Pacific,Tokyo,82,0.00
155.248.187.37,2052,2052,false,NRT,Asia Pacific,Tokyo,82,0.00
158.101.69.186,443,443,true,NRT,Asia Pacific,Tokyo,83,0.00
158.101.144.34,2086,0,false,NRT,Asia Pacific,Tokyo,83,0.00
132.145.117.33,8080,0,false,NRT,Asia Pacific,Tokyo,83,0.00
155.248.162.160,8080,8080,false,NRT,Asia Pacific,Tokyo,83,0.00
168.138.196.237,2087,2087,true,NRT,Asia Pacific,Tokyo,83,0.00
132.145.125.86,2052,2052,false,NRT,Asia Pacific,Tokyo,83,0.00
150.230.192.173,8880,8880,false,NRT,Asia Pacific,Tokyo,83,0.00
131.186.43.107,8080,0,false,NRT,Asia Pacific,Tokyo,83,0.00
150.230.202.232,2095,2095,false,NRT,Asia Pacific,Tokyo,83,0.00
150.230.208.83,2052,2052,false,NRT,Asia Pacific,Tokyo,83,0.00
150.230.201.162,8080,8080,false,NRT,Asia Pacific,Tokyo,84,0.00
158.101.159.181,8080,8080,false,NRT,Asia Pacific,Tokyo,84,0.00
132.145.123.159,2082,2082,false,NRT,Asia Pacific,Tokyo,84,0.00
131.186.36.248,2083,2083,true,NRT,Asia Pacific,Tokyo,84,0.00
131.186.34.244,2052,2052,false,NRT,Asia Pacific,Tokyo,84,0.00
132.145.117.33,80,0,false,NRT,Asia Pacific,Tokyo,84,0.00
150.230.253.33,443,443,true,ICN,Asia Pacific,Seoul,84,0.00
132.145.121.34,2052,2052,false,NRT,Asia Pacific,Tokyo,84,0.00
155.248.166.141,8880,0,false,NRT,Asia Pacific,Tokyo,84,0.00
150.230.193.89,2087,0,true,NRT,Asia Pacific,Tokyo,84,0.00
141.147.151.142,8080,0,false,KIX,Asia Pacific,Osaka,84,0.00
150.230.197.156,8880,8880,false,NRT,Asia Pacific,Tokyo,84,0.00
132.145.122.95,2086,0,false,NRT,Asia Pacific,Tokyo,84,0.00
132.145.121.125,2082,2082,false,NRT,Asia Pacific,Tokyo,84,0.00
132.145.114.14,2095,2095,false,NRT,Asia Pacific,Tokyo,84,0.00
155.248.160.83,2086,2086,false,NRT,Asia Pacific,Tokyo,84,0.00
131.186.41.255,2086,2086,false,NRT,Asia Pacific,Tokyo,85,0.00
146.56.130.73,80,0,false,NRT,Asia Pacific,Tokyo,85,0.00
138.3.223.9,80,0,false,NRT,Asia Pacific,Tokyo,85,0.00
155.248.176.28,2082,2082,false,NRT,Asia Pacific,Tokyo,85,0.00
131.186.63.78,80,0,false,NRT,Asia Pacific,Tokyo,85,0.00
132.226.9.173,2082,2082,false,NRT,Asia Pacific,Tokyo,86,0.00
168.138.206.236,2083,2083,true,NRT,Asia Pacific,Tokyo,86,0.00
168.138.217.146,2082,0,false,NRT,Asia Pacific,Tokyo,86,0.00
152.70.106.21,2053,0,true,NRT,Asia Pacific,Tokyo,86,0.00
150.230.201.39,2086,0,false,NRT,Asia Pacific,Tokyo,86,0.00
158.101.69.12,2086,2086,false,NRT,Asia Pacific,Tokyo,86,0.00
132.145.124.198,2052,2052,false,NRT,Asia Pacific,Tokyo,86,0.00
132.145.113.148,2052,0,false,NRT,Asia Pacific,Tokyo,86,0.00
168.138.192.185,8443,8443,true,NRT,Asia Pacific,Tokyo,86,0.00
132.145.117.216,8880,8880,false,NRT,Asia Pacific,Tokyo,86,0.00
158.101.150.126,2082,2082,false,NRT,Asia Pacific,Tokyo,86,0.00
150.230.212.9,2052,2052,false,NRT,Asia Pacific,Tokyo,86,0.00
132.145.127.51,80,80,false,NRT,Asia Pacific,Tokyo,86,0.00
152.70.106.13,8443,0,true,NRT,Asia Pacific,Tokyo,86,0.00
132.145.121.247,2095,2095,false,NRT,Asia Pacific,Tokyo,87,0.00
150.230.208.113,8080,8080,false,NRT,Asia Pacific,Tokyo,87,0.00
132.145.115.17,80,80,false,NRT,Asia Pacific,Tokyo,87,0.00
158.101.145.246,2052,0,false,NRT,Asia Pacific,Tokyo,87,0.00
132.145.115.17,8080,8080,false,NRT,Asia Pacific,Tokyo,87,0.00
150.230.205.56,2095,2095,false,NRT,Asia Pacific,Tokyo,87,0.00
131.186.41.82,2096,0,true,NRT,Asia Pacific,Tokyo,87,0.00
132.145.123.143,8880,0,false,NRT,Asia Pacific,Tokyo,87,0.00
155.248.166.141,2052,2052,false,NRT,Asia Pacific,Tokyo,87,0.00
132.145.114.14,2086,2086,false,NRT,Asia Pacific,Tokyo,87,0.00
150.230.212.213,8880,8880,false,NRT,Asia Pacific,Tokyo,88,0.00
132.145.121.175,2082,2082,false,NRT,Asia Pacific,Tokyo,88,0.00
131.186.63.184,8080,8080,false,NRT,Asia Pacific,Tokyo,88,0.00
155.248.162.233,8080,0,false,NRT,Asia Pacific,Tokyo,88,0.00
155.248.185.38,2082,2082,false,NRT,Asia Pacific,Tokyo,88,0.00
155.248.177.210,80,80,false,NRT,Asia Pacific,Tokyo,88,0.00
131.186.36.248,8443,8443,true,NRT,Asia Pacific,Tokyo,88,0.00
155.248.185.38,8880,8880,false,NRT,Asia Pacific,Tokyo,88,0.00
146.56.175.7,443,443,true,NRT,Asia Pacific,Tokyo,88,0.00
155.248.160.83,80,80,false,NRT,Asia Pacific,Tokyo,88,0.00
131.186.46.75,2052,2052,false,NRT,Asia Pacific,Tokyo,88,0.00
132.145.123.112,2052,2052,false,NRT,Asia Pacific,Tokyo,89,0.00
131.186.37.49,2087,2087,true,NRT,Asia Pacific,Tokyo,89,0.00
